date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:13	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5a8dc9e14fb80%22	https://mobidrive.com.br/fonts/glyphicons-halflings-regular.eot	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/fonts/glyphicons-halflings-regular.eot	(from https://mobidrive.com.br/css/style.css)
18:06:13	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5a8dc9d4e9e40%22	https://mobidrive.com.br/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://mobidrive.com.br/font-awesome/css/font-awesome.min.css)
18:06:13	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5a8dc9e14fb80%22	https://mobidrive.com.br/fonts/glyphicons-halflings-regular.eot?	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/fonts/glyphicons-halflings-regulard41d.eot	(from https://mobidrive.com.br/css/style.css)
18:06:14	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-5a8dc9e14fb80%22	https://mobidrive.com.br/fonts/glyphicons-halflings-regular.woff2	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/fonts/glyphicons-halflings-regular.html	(from https://mobidrive.com.br/css/style.css)
18:06:14	23424/23424	---M--	200	added ('OK')	text/html	etag:%225b80-5a8dc9e243dc0%22	https://mobidrive.com.br/fonts/glyphicons-halflings-regular.woff	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/fonts/glyphicons-halflings-regular-2.html	(from https://mobidrive.com.br/css/style.css)
18:06:14	45404/45404	---M--	200	added ('OK')	text/html	etag:%22b15c-5a8dc9e14fb80%22	https://mobidrive.com.br/fonts/glyphicons-halflings-regular.ttf	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/fonts/glyphicons-halflings-regular-3.html	(from https://mobidrive.com.br/css/style.css)
18:06:14	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-5a8dc9e14fb80%22	https://mobidrive.com.br/fonts/glyphicons-halflings-regular.svg	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/fonts/glyphicons-halflings-regular.svg	(from https://mobidrive.com.br/css/style.css)
18:06:15	5877/5877	---M--	200	added ('OK')	image/png	etag:%2216f5-5a8dc9b665640%22	https://mobidrive.com.br/css/patterns/header-profile.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/css/patterns/header-profile.png	(from https://mobidrive.com.br/css/style.css)
18:06:15	137733/137733	---M--	200	added ('OK')	image/png	etag:%2221a05-5a8dc9b759880%22	https://mobidrive.com.br/css/patterns/shattered.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/css/patterns/shattered.png	(from https://mobidrive.com.br/css/style.css)
18:06:15	97315/97315	---M--	200	added ('OK')	image/jpeg	etag:%2217c23-5a8dc9f36e640%22	https://mobidrive.com.br/img/landing/header_two.jpg	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/img/landing/header_two.jpg	(from https://mobidrive.com.br/css/style.css)
18:06:15	79898/79898	---M--	200	added ('OK')	image/jpeg	etag:%221381a-5a8dc9f36e640%22	https://mobidrive.com.br/img/landing/header_one.jpg	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/img/landing/header_one.jpg	(from https://mobidrive.com.br/css/style.css)
18:06:16	51158/51158	---M--	200	added ('OK')	image/png	etag:%22c7d6-5a8dc9f36e640%22	https://mobidrive.com.br/img/landing/avatar_all.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/img/landing/avatar_all.png	(from https://mobidrive.com.br/css/style.css)
18:06:16	89439/89439	---M--	200	added ('OK')	image/png	etag:%2215d5f-5a8dc9f64ad00%22	https://mobidrive.com.br/img/landing/word_map.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/img/landing/word_map.png	(from https://mobidrive.com.br/css/style.css)
18:06:16	26278/26278	---M--	200	added ('OK')	image/png	etag:%2266a6-5a8dc9b665640%22	https://mobidrive.com.br/css/patterns/header-profile-skin-1.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/css/patterns/header-profile-skin-1.png	(from https://mobidrive.com.br/css/style.css)
18:06:16	33032/33032	---M--	200	added ('OK')	image/png	etag:%228108-5a8dc9b759880%22	https://mobidrive.com.br/css/patterns/header-profile-skin-3.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/css/patterns/header-profile-skin-3.png	(from https://mobidrive.com.br/css/style.css)
18:06:16	6562/6562	---M--	200	added ('OK')	image/png	etag:%2219a2-5a8dc9b571400%22	https://mobidrive.com.br/css/patterns/3.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/css/patterns/3.png	(from https://mobidrive.com.br/css/style.css)
18:06:17	11104/11104	---M--	200	added ('OK')	image/png	etag:%222b60-5a8dc9b571400%22	https://mobidrive.com.br/css/patterns/4.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/css/patterns/4.png	(from https://mobidrive.com.br/css/style.css)
18:06:17	28211/28211	---M--	200	added ('OK')	image/png	etag:%226e33-5a8dc9b665640%22	https://mobidrive.com.br/css/patterns/header-profile-skin-2.png	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/css/patterns/header-profile-skin-2.png	(from https://mobidrive.com.br/css/style.css)
18:06:18	2/2	---MCZ	302	error ('Found')	text/html	date:Fri,%2003%20Dec%202021%2021:06:16%20GMT	https://mobidrive.com.br/enviar_pedido.php	C:/Meus%20Sites/FELIPE%20NATAL/mobidrive.com.br/enviar_pedido.php	(from https://mobidrive.com.br/confirmacao.php)
